Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041_10	KL25	K25	Typeable	?+!	99.75%	94.57%	n/a	15 / 15 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_07_wcaJ14,99.78%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_09_gtr91,97.26%,68.22%,partial;KL25_04_wza,98.68%,100.00%;KL25_03_wzi,100.00%,48.19%,partial;KL25_05_wzb,100.00%,100.00%;KL25_13_gnd,99.57%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_09_gtr91,100.00%,21.15%,truncated;KL25_14_ugd1,100.00%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%	?	1	KL102_03_wzi,96.23%,10.59%,truncated	0 / 15 (0.00%)		5	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.08%,69.30%,truncated;KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,100.00%,91.14%,partial	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL25_09_gtr91,97.26%,68.22%,partial;KL25_03_wzi,100.00%,48.19%,partial;KL105_18_rmlB,80.08%,69.30%,truncated;KL25_09_gtr91,100.00%,21.15%,truncated;KL150_19_gae,100.00%,91.14%,partial;KL102_03_wzi,96.23%,10.59%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041_20	KL25	K25	Untypeable	+	99.70%	100.00%	5814	14 / 14 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_09_gtr91,97.26%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_07_wcaJ14,100.00%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_14_ugd1,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%;KL25_05_wzb,100.00%,100.00%	?	3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,99.40%,100.00%	0 / 14 (0.00%)		2	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.08%,69.30%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.08%,69.30%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041_30	KL25	K25	Untypeable	+	99.70%	100.00%	5814	14 / 14 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_09_gtr91,97.26%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_07_wcaJ14,100.00%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_14_ugd1,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%;KL25_05_wzb,100.00%,100.00%	?	3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,99.40%,100.00%	0 / 14 (0.00%)		2	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041_40	KL25	K25	Untypeable	+	99.70%	100.00%	5814	14 / 14 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_09_gtr91,97.26%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_07_wcaJ14,100.00%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_14_ugd1,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%;KL25_05_wzb,100.00%,100.00%	?	3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,99.40%,100.00%	0 / 14 (0.00%)		2	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041_50	KL25	K25	Untypeable	+	99.70%	100.00%	5814	14 / 14 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_09_gtr91,97.26%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_07_wcaJ14,100.00%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_14_ugd1,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%;KL25_05_wzb,100.00%,100.00%	?	3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,99.40%,100.00%	0 / 14 (0.00%)		2	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041_60	KL25	K25	Untypeable	+	99.70%	100.00%	5814	14 / 14 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_09_gtr91,97.26%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_07_wcaJ14,100.00%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_14_ugd1,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%;KL25_05_wzb,100.00%,100.00%	?	3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,99.40%,100.00%	0 / 14 (0.00%)		2	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041_90	KL25	K25	Untypeable	+	99.70%	100.00%	5814	14 / 14 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_09_gtr91,97.26%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_07_wcaJ14,100.00%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_14_ugd1,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%;KL25_05_wzb,100.00%,100.00%	?	3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,99.40%,100.00%	0 / 14 (0.00%)		2	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_041	KL25	K25	Untypeable	+	99.70%	100.00%	5814	14 / 14 (100.00%)	KL25_06_wzc,100.00%,100.00%;KL25_09_gtr91,97.26%,100.00%;KL25_13_gnd,100.00%,100.00%;KL25_07_wcaJ14,100.00%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_12_wzx_KL25,100.00%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_08_wzy_KL25,100.00%,100.00%;KL25_14_ugd1,100.00%,100.00%;KL25_10_ghl22,100.00%,100.00%;KL25_11_gtr92,99.68%,100.00%;KL25_01_galF,99.67%,100.00%;KL25_02_cpsACP,99.52%,100.00%;KL25_05_wzb,100.00%,100.00%	?	3	KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL150_19_gae,99.40%,100.00%	0 / 14 (0.00%)		2	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL105_18_rmlB,80.08%,69.30%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_10	KL104	unknown	Untypeable	?+-!	98.60%	95.67%	n/a	16 / 21 (75.00%)	KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_06_wzc,98.82%,46.73%,truncated;KL104_12_gtr115,98.40%,100.00%;KL104_16_wcaJ16,100.00%,35.48%,partial;KL104_04_wza,99.21%,100.00%;KL104_06_wzc,99.45%,50.18%,partial;KL104_05_wzb,100.00%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_17_gnd,99.79%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_20_ugd1,100.00%,100.00%	?	6	KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL30_07_ptr16,99.68%,100.00%;KL30_15_atr14,91.81%,99.81%;KL111_03_wzi,99.70%,69.25%,truncated;KL150_19_gae,98.80%,99.90%	0 / 21 (0.00%)		4	KL40_05_gtr151,98.91%,96.50%;KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL104_06_wzc,98.82%,46.73%,truncated;KL104_16_wcaJ16,100.00%,35.48%,partial;KL104_06_wzc,99.45%,50.18%,partial;KL111_03_wzi,99.70%,69.25%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_20	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_30	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_40	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_50	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_60	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_70	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048_90	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_048	KL104	unknown	Untypeable	+-	98.74%	100.00%	8999	15 / 20 (75.00%)	KL104_06_wzc,99.17%,100.00%;KL104_16_wcaJ16,99.79%,100.00%;KL104_17_gnd,100.00%,100.00%;KL104_18_manC,99.58%,100.00%;KL104_19_manB,99.34%,100.00%;KL104_09_wzy_KL30,97.39%,100.00%;KL104_11_gtr114,99.23%,100.00%;KL104_08_gtr112,98.96%,100.00%;KL104_04_wza,99.21%,100.00%;KL104_20_ugd1,100.00%,100.00%;KL104_10_gtr113,99.17%,100.00%;KL104_01_galF,99.33%,100.00%;KL104_12_gtr115,98.40%,100.00%;KL104_02_cpsACP,99.52%,100.00%;KL104_05_wzb,100.00%,100.00%	?	7	KL30_03_wzi,99.41%,100.00%;KL30_14_ghl26,94.34%,99.82%;KL30_08_wzx_KL30,100.00%,100.00%;KL40_05_gtr151,98.91%,96.50%;KL150_19_gae,98.80%,99.90%;KL30_07_ptr16,100.00%,100.00%;KL30_15_atr14,91.81%,99.81%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,81.30%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_10	KL139	unknown	Typeable	?+!	99.77%	100.00%	n/a	24 / 24 (100.00%)	KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,78.69%,truncated;KL139_13_wzx_KL139,100.00%,12.82%,partial;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_07_wzy_KL139,99.00%,25.00%,partial;KL139_10_ghl105,100.00%,15.35%,partial;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_13_wzx_KL139,100.00%,78.81%,partial;KL139_17_manC,100.00%,5.65%,partial;KL139_19_ugd1,100.00%,100.00%;KL139_18_manB,100.00%,25.60%,truncated;KL139_06_wzc,99.86%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_01_galF,100.00%,92.87%,partial;KL139_07_wzy_KL139,100.00%,67.67%,partial;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%;KL139_17_manC,99.77%,93.43%;KL139_18_manB,100.00%,25.09%,partial	?	1	KL150_19_gae,98.81%,100.00%	0 / 24 (0.00%)		4	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,98.15%,99.48%;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL139_10_ghl105,100.00%,78.69%,truncated;KL139_13_wzx_KL139,100.00%,12.82%,partial;KL139_07_wzy_KL139,99.00%,25.00%,partial;KL139_10_ghl105,100.00%,15.35%,partial;KL139_13_wzx_KL139,100.00%,78.81%,partial;KL139_17_manC,100.00%,5.65%,partial;KL139_18_manB,100.00%,25.60%,truncated;KL139_01_galF,100.00%,92.87%,partial;KL139_07_wzy_KL139,100.00%,67.67%,partial;KL139_18_manB,100.00%,25.09%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	NK_H12_053_20	KL139	unknown	Untypeable	+	99.83%	100.00%	9611	19 / 19 (100.00%)	KL139_06_wzc,99.86%,100.00%;KL139_13_wzx_KL139,100.00%,100.00%;KL139_03_wzi,100.00%,100.00%;KL139_17_manC,100.00%,100.00%;KL139_16_gnd,100.00%,100.00%;KL139_15_wcaJ36,100.00%,100.00%;KL139_18_manB,100.00%,100.00%;KL139_07_wzy_KL139,100.00%,100.00%;KL139_14_gtr378,100.00%,100.00%;KL139_19_ugd1,100.00%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_12_gtr443,100.00%,100.00%;KL139_11_ptr48,99.71%,100.00%;KL139_10_ghl105,100.00%,100.00%;KL139_01_galF,100.00%,100.00%;KL139_08_gtr441,100.00%,100.00%;KL139_09_gtr442,100.00%,100.00%;KL139_02_cpsACP,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,98.15%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
